CEU,177259.40837775852,161206.59230031763,707240.0448348159,691748.0511480159,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
FIN,177056.027064627,161442.49886597437,707133.3576621636,690265.5457935566,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
GBR,177073.78514194157,161551.90301943434,707225.6264879848,691245.8403158704,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
IBS,176445.14292358968,161347.9017069056,706648.2724665792,690445.6583701231,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
TSI,176823.19183757366,161275.01604145026,706750.9906649163,690849.124232012,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
CHB,176309.58974964093,161841.53342997137,707000.5375875444,689695.4910666351,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
CHS,176369.7540123458,161730.70229276887,707197.8846339281,688485.2739196871,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
CDX,176076.51485961705,161952.13149641574,706935.7632914078,689763.2673237493,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
JPT,176469.05022480432,161926.29790998928,707282.3698249465,689306.1310429471,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
KHV,176089.7782220346,161984.3939627756,707030.599279727,690478.7545828247,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
BEB,176528.4522771327,161414.17815999166,707239.4026969259,689205.2185885848,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
GIH,176221.19715255342,161254.19908531115,706776.8493009583,689052.5697703208,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
ITU,176280.4934527043,161396.2717751452,707047.1316833558,689902.3718796404,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
PJL,176489.80894338357,161267.78839940214,707111.0635005694,690203.2640215225,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
STU,176193.7602805003,161344.45036764696,706809.3605209548,689612.4585603757,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
CLM,175668.43024773506,161322.25904994106,706061.2634824561,691178.2563903959,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
MXL,176385.28996672452,161537.60796440978,707342.4085285354,690806.7731119791,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
PEL,176313.20849673168,161492.84515250544,707325.2107569799,690586.6985021658,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
PUR,174790.40365696227,161393.40614983975,705390.2316038272,691326.6033987349,1118634.5856481467,10130.145833333332,1222647.3958330855,65506.3541666666
CEU,178037.8652964829,163807.09362139896,720371.242985308,704014.0963102925,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
FIN,178394.9571525434,163577.273861298,721030.9808383754,702489.2306280143,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
GBR,178008.3755977818,164166.55083689446,720483.7796727688,703540.610436951,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
IBS,177404.45217852198,163916.12518388705,719835.8891592107,702928.1331667749,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
TSI,177564.02751817275,164240.8383740049,719998.3024401905,703671.1095318676,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
CHB,178749.80358908695,163350.74347132316,721800.5164845287,700372.0824456242,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
CHS,178604.15741843026,163297.29822530865,721833.6932869328,699159.1463954399,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
CDX,178375.04049681357,163518.2977399441,721771.6319941215,700497.7920151073,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
JPT,179109.5581931092,163297.722099804,722042.4280514487,699850.9610821248,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
KHV,178537.6263444624,163440.98345725756,722040.8728370648,701397.6933337684,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
BEB,177616.73887004794,163332.5993889966,720663.9905387695,700611.1259286945,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
GIH,177508.71176060796,163400.82397294167,720435.8877089109,700831.6065826116,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
ITU,177496.49500726105,163470.00549201138,720489.7325933994,701537.7978168994,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
PJL,177589.06059510045,163480.1245418596,720655.3084489743,702070.7230902836,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
STU,177587.88457697834,163378.58623819888,720375.567787663,701280.8683052784,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
CLM,176618.9040952524,163798.123904157,719147.8449688677,703386.7547897324,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
MXL,177492.25437644683,163925.46155237273,720261.0780525571,702852.7114438642,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
PEL,177423.0319716773,163759.42922113297,720652.3853484879,702496.4265522762,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
PUR,175520.86055466504,163993.82734597556,718199.8056667751,704083.5838897444,1143419.1423611103,9485.130787037035,1246375.97800902,64332.869212962956
CEU,188877.69548494124,174007.71042601916,739240.8522609265,721624.7527239574,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
FIN,189207.3556046571,173523.81499017935,739432.1681746938,719551.6393448076,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
GBR,188666.51399063916,174235.32002950765,738971.3395654131,721160.2559014388,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
IBS,187927.35787686103,174199.48506187252,738317.034559862,720760.370121597,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
TSI,188326.41034960243,174527.4697776047,738569.9101547897,721458.4209501703,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
CHB,189048.19354548733,173764.95610841448,740001.8194443367,718843.640080025,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
CHS,189112.16198192257,173673.91747134045,740145.729574402,717609.1363866171,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
CDX,189122.499925328,173724.63306451603,740465.73563808,718639.5724810555,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
JPT,188832.80295138908,174194.03790509273,740088.9285745,718835.0547319603,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
KHV,189253.58004816613,173802.2162013653,740361.8973647399,719663.3382318136,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
BEB,188491.4658699405,173685.43556201574,739545.5052486028,718588.2484120157,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
GIH,188331.77672150367,173782.23831355642,739228.6395180528,718928.7319983849,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
ITU,188283.17358841575,173538.86136074792,739049.53145414,719053.0013617576,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
PJL,188450.06012490366,173720.89143277414,739387.3706716705,719532.0202666984,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
STU,188088.09517973772,173514.80501089315,738760.804239181,718661.6638526791,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
CLM,187389.7685308318,173994.44430900336,738060.1511400593,721410.6476433509,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
MXL,187962.72589337404,174399.0194408275,739123.5094942442,721183.6083080153,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
PEL,188905.20578703666,174030.68816721122,739897.1376224465,720852.4001770022,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
PUR,186128.52945824421,174228.29325810203,736635.1736444231,722282.8382634065,1161783.498842591,13849.890046296274,1271911.2650460426,77785.85995370365
CEU,181514.76951225163,168546.33053918803,716590.9877360547,703828.4957327545,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
FIN,181941.0240717355,168355.29469463136,717037.779215665,702172.7392325765,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
GBR,181275.9284315224,168941.03216575095,716598.0310209541,703488.7986746395,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
IBS,180999.93714304295,168615.26792358948,716199.8587204758,702640.1108407066,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
TSI,181105.99562997607,169085.0063170649,716346.1310789891,703619.619180528,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
CHB,184035.68517394873,167215.98340300267,718871.5611626984,698222.7809129052,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
CHS,184030.02627865993,167192.66609347443,718944.4320325217,697196.7980378557,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
CDX,183903.5461096172,167342.23592443237,718752.8187847398,698341.5542985593,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
JPT,183631.19701522452,167471.66166978265,718531.9527353848,698205.1129028136,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
KHV,183894.20476758265,167328.0284207817,718925.4719999884,699058.510299722,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
BEB,182437.9075150741,167595.49074074082,717990.1210970151,699664.8593616218,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
GIH,181777.39136102182,167819.9735706582,717470.3817645528,700059.5068545479,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
ITU,181993.51231163688,167567.42271468742,717647.0107229357,700509.0387732424,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
PJL,182120.08341772782,168006.00500337593,717739.544234561,701612.7054036551,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
STU,181890.44460330353,167658.67853576606,717418.0364241889,700399.2409450808,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
CLM,180778.43074024873,168417.82445577244,716045.4661026329,702686.1222296424,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
MXL,181855.6057219328,168529.2981409143,717200.2324941063,701917.7556423612,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
PEL,182435.4790305005,168275.0913943356,717745.7192537152,700721.2247548874,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
PUR,179475.7395833335,168498.27635327642,714994.9570645648,703229.5547319814,1142911.2152777766,10020.821759259255,1242612.6550923488,65437.67824074074
CEU,173716.64571642305,159751.4761036287,698038.3208940357,683181.840675245,1110489.1782407379,9214.988425925922,1206353.423610885,63707.761574074
FIN,173788.1148405342,159993.4755307706,698408.9022515933,682167.5129418978,1110489.1782407379,9214.988425925922,1206353.423610885,63707.761574074
GBR,173276.22311253558,159940.78055046816,697725.6253560295,682646.7929893564,1110489.1782407379,9214.988425925922,1206353.423610885,63707.761574074
IBS,172815.5706775703,159711.73600294214,697086.5554256617,681882.2578747243,1110489.1782407379,9214.988425925922,1206353.423610885,63707.761574074
TSI,172561.86103539314,159870.07776263417,697074.364366903,682674.3939187719,1110489.1782407379,9214.988425925922,1206353.423610885,63707.761574074
