BEB,188931.60500777056,169438.15126725068,728590.906343423,714249.3426999284,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
STU,188339.46867722378,169455.79878464935,727860.5754515491,714876.4003984235,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
ITU,188588.6172540319,169380.41646061276,728248.5504630803,715004.1761144574,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
PJL,188504.4749878094,169377.4598709531,728144.7588306236,715675.0041150614,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
GIH,188498.83701898955,169352.4900837715,727987.0952124042,714496.1022521118,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
TSI,187729.33629787844,169445.68297772913,726777.1070428761,717349.337600264,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
CEU,188423.61779204258,169287.03620405612,727384.1324140417,718183.1892644527,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
IBS,187736.75191642396,169323.24310797933,726717.1578793644,716568.4825472579,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
GBR,188280.68319285294,169495.1424518101,727284.8302854123,717526.8574475478,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
FIN,188749.63018552115,169235.95443103721,727691.8199489079,716474.7154858902,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
CHB,190319.27554597124,169384.1129776583,729324.4583638399,713326.4010570011,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
KHV,190021.77940476793,169507.98160084226,729287.7055644566,714176.2327305033,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
CHS,190193.99109769627,169365.4690018664,729344.1251220622,712313.4796671288,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
JPT,190126.22043336614,169625.41881600383,729290.2612421786,713408.5415158294,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
CDX,190148.48777192173,169309.27720176315,729355.1956326994,713097.4302322478,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
PEL,188967.67570011978,169940.5910053376,728514.4590304644,716022.542485688,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
MXL,188263.81660824933,169911.16998097644,727827.5679665316,716365.9308720949,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
CLM,187370.2714329883,169707.93287289864,726857.3548283367,716996.5476843145,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
PUR,185948.54267643127,169949.89370904007,725668.5668344366,717126.1374435143,1159395.4886235876,12697.739131662094,1284932.8940580722,73489.26086833788
