BEB,179753.4708646642,162259.3543864627,690213.256127812,676904.5453486595,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
STU,179048.2849814315,162274.86225558637,689013.7864486782,677525.9505710999,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
ITU,179135.27556224234,162245.24934410508,689518.6381393572,677706.7081502592,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
PJL,179411.5337968255,162121.59801176464,689781.3264502538,678151.7498991418,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
GIH,179455.7144021938,161999.68017086782,689505.3988929426,677052.7859242795,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
TSI,178797.09134227564,161902.51388709128,688411.3948771027,679456.5100445397,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
CEU,179638.94686535985,161699.92890419645,689160.4326421336,680145.8093457477,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
IBS,179054.28835432354,161809.87433879782,688632.3386774844,678882.3375855624,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
GBR,179465.49087928768,161980.32582263023,688926.051406853,679803.6726169208,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
FIN,180159.34416842248,161555.41215545806,689381.1744596114,678246.770272741,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
CHB,180911.4200633548,161773.1500836471,690524.8223260045,676153.6040458648,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
KHV,180451.86416654696,162012.9641628194,690473.8072253878,677259.4230129246,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
CHS,180794.6021855313,161717.51104678068,690558.9601240124,675233.3428684142,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
JPT,181177.98411804915,162002.8160068805,690937.5833530122,675942.389501889,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
CDX,180496.02851447085,161840.06032897002,690777.5960225,676288.7580770015,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
PEL,180383.42693433087,162285.33300427307,690596.4533300215,678546.0271652977,1103990.2755758776,13000.241700541981,1225712.2402324022,70459.75829945804
